date,state,cases,deaths,abbr_state
2020-04-09,District of Columbia,1523,32,DC
2020-04-09,Florida,16819,370,FL
2020-04-09,Georgia,10885,412,GA
2020-04-09,Guam,542,4,GU
2020-04-09,Hawaii,440,6,HI
2020-04-09,Idaho,1366,24,ID
2020-04-09,Illinois,16422,534,IL
2020-04-09,Indiana,6400,295,IN
2020-04-09,Iowa,1270,27,IA
2020-04-09,Kansas,1116,42,KS
2020-04-09,Kentucky,1525,84,KY
2020-04-09,Louisiana,18283,702,LA
2020-04-09,Maine,560,16,ME
2020-04-09,Maryland,6185,139,MD
2020-04-09,Massachusetts,18941,503,MA
2020-04-09,Michigan,21375,1076,MI
2020-04-09,Minnesota,1242,50,MN
2020-04-09,Mississippi,2260,76,MS
2020-04-09,Missouri,3539,94,MO
2020-04-09,Montana,354,6,MT
2020-04-09,Nebraska,594,15,NE
2020-04-09,Nevada,2456,82,NV
2020-04-09,New Hampshire,819,21,NH
2020-04-09,New Jersey,51027,1700,NJ
2020-04-09,New Mexico,989,17,NM
2020-04-09,New York,162036,9166,NY
2020-04-09,North Carolina,3651,74,NC
2020-04-09,North Dakota,269,5,ND
2020-04-09,Northern Mariana Islands,11,2,MP
2020-04-09,Ohio,5513,213,OH
2020-04-09,Oklahoma,1683,80,OK
2020-04-09,Oregon,1321,44,OR
2020-04-09,Pennsylvania,18379,344,PA
2020-04-09,Puerto Rico,683,33,PR
2020-04-09,Rhode Island,1727,43,RI
2020-04-09,South Carolina,2792,67,SC
2020-04-09,South Dakota,447,6,SD
2020-04-09,Tennessee,4456,95,TN
2020-04-09,Texas,11372,228,TX
2020-04-09,Utah,1980,13,UT
2020-04-09,Vermont,628,23,VT
2020-04-09,Virgin Islands,50,1,Virgin Islands
2020-04-09,Virginia,4041,109,VA
2020-04-09,Washington,9609,456,WA
2020-04-09,West Virginia,524,5,WV
2020-04-09,Wisconsin,2885,116,WI
2020-04-09,Wyoming,303,0,WY
2020-04-10,Alabama,3008,80,AL
2020-04-10,Alaska,244,5,AK
2020-04-10,Arizona,3112,97,AZ
2020-04-10,Arkansas,1202,24,AR
2020-04-10,California,21366,594,CA
2020-04-10,Colorado,6510,253,CO
2020-04-10,Connecticut,10538,448,CT
2020-04-10,Delaware,1326,32,DE
2020-04-10,District of Columbia,1660,38,DC
2020-04-10,Florida,17960,418,FL
2020-04-10,Georgia,11859,425,GA
2020-04-10,Guam,577,4,GU
2020-04-10,Hawaii,463,8,HI
2020-04-10,Idaho,1425,25,ID
2020-04-10,Illinois,17887,607,IL
2020-04-10,Indiana,6960,353,IN
2020-04-10,Iowa,1388,31,IA
2020-04-10,Kansas,1180,50,KS
2020-04-10,Kentucky,1702,90,KY
2020-04-10,Louisiana,19253,755,LA
2020-04-10,Maine,586,17,ME
2020-04-10,Maryland,6968,172,MD
2020-04-10,Massachusetts,20974,599,MA
2020-04-10,Michigan,22646,1280,MI
2020-04-10,Minnesota,1335,57,MN
2020-04-10,Mississippi,2469,82,MS
2020-04-10,Missouri,3799,105,MO
2020-04-10,Montana,365,6,MT
2020-04-10,Nebraska,678,18,NE
2020-04-10,Nevada,2606,86,NV
2020-04-10,New Hampshire,885,22,NH
2020-04-10,New Jersey,54588,1932,NJ
2020-04-10,New Mexico,1090,19,NM
2020-04-10,New York,172830,10162,NY
2020-04-10,North Carolina,3906,78,NC
2020-04-10,North Dakota,278,7,ND
2020-04-10,Northern Mariana Islands,11,2,MP
2020-04-10,Ohio,5879,231,OH
2020-04-10,Oklahoma,1794,88,OK
2020-04-10,Oregon,1371,48,OR
2020-04-10,Pennsylvania,20128,435,PA
2020-04-10,Puerto Rico,725,39,PR
2020-04-10,Rhode Island,2015,49,RI
2020-04-10,South Carolina,3065,72,SC
2020-04-10,South Dakota,536,6,SD
2020-04-10,Tennessee,4793,104,TN
2020-04-10,Texas,12291,249,TX
2020-04-10,Utah,2103,17,UT
2020-04-10,Vermont,679,24,VT
2020-04-10,Virgin Islands,51,1,Virgin Islands
2020-04-10,Virginia,4509,121,VA
2020-04-10,Washington,9888,483,WA
2020-04-10,West Virginia,537,5,WV
2020-04-10,Wisconsin,3068,131,WI
2020-04-10,Wyoming,320,0,WY
2020-04-11,Alabama,3262,93,AL
2020-04-11,Alaska,255,6,AK
2020-04-11,Arizona,3393,112,AZ
2020-04-11,Arkansas,1228,25,AR
2020-04-11,California,22421,632,CA
2020-04-11,Colorado,6893,274,CO
2020-04-11,Connecticut,11510,494,CT
2020-04-11,Delaware,1479,33,DE
2020-04-11,District of Columbia,1778,47,DC
2020-04-11,Florida,18978,445,FL
2020-04-11,Georgia,12261,432,GA
2020-04-11,Guam,681,5,GU
2020-04-11,Hawaii,484,8,HI
2020-04-11,Idaho,1438,27,ID
2020-04-11,Illinois,19180,682,IL
2020-04-11,Indiana,7494,389,IN
2020-04-11,Iowa,1510,34,IA
2020-04-11,Kansas,1282,55,KS
2020-04-11,Kentucky,1851,94,KY
2020-04-11,Louisiana,20014,806,LA
2020-04-11,Maine,616,19,ME
2020-04-11,Maryland,7694,207,MD
2020-04-11,Massachusetts,22860,686,MA
2020-04-11,Michigan,23855,1395,MI
2020-04-11,Minnesota,1427,64,MN
2020-04-11,Mississippi,2642,93,MS
2020-04-11,Missouri,4024,116,MO
2020-04-11,Montana,377,6,MT
2020-04-11,Nebraska,718,18,NE
2020-04-11,Nevada,2720,111,NV
2020-04-11,New Hampshire,929,23,NH
2020-04-11,New Jersey,58151,2183,NJ
2020-04-11,New Mexico,1174,20,NM
2020-04-11,New York,182990,11159,NY
2020-04-11,North Carolina,4310,86,NC
2020-04-11,North Dakota,293,7,ND
2020-04-11,Northern Mariana Islands,11,2,MP
2020-04-11,Ohio,6251,247,OH
2020-04-11,Oklahoma,1868,93,OK
2020-04-11,Oregon,1447,51,OR
2020-04-11,Pennsylvania,21774,515,PA
2020-04-11,Puerto Rico,788,42,PR
2020-04-11,Rhode Island,2349,56,RI
2020-04-11,South Carolina,3207,80,SC
2020-04-11,South Dakota,626,6,SD
2020-04-11,Tennessee,4983,107,TN
2020-04-11,Texas,13208,265,TX
2020-04-11,Utah,2208,18,UT
2020-04-11,Vermont,711,24,VT
2020-04-11,Virgin Islands,51,1,Virgin Islands
2020-04-11,Virginia,5076,130,VA
2020-04-11,Washington,10227,498,WA
2020-04-11,West Virginia,593,6,WV
2020-04-11,Wisconsin,3213,141,WI
2020-04-11,Wyoming,343,0,WY
2020-04-12,Alabama,3583,93,AL
2020-04-12,Alaska,270,6,AK
2020-04-12,Arizona,3539,117,AZ
2020-04-12,Arkansas,1280,27,AR
2020-04-12,California,23323,676,CA
2020-04-12,Colorado,7303,290,CO
2020-04-12,Connecticut,12035,554,CT
2020-04-12,Delaware,1625,35,DE
2020-04-12,District of Columbia,1875,50,DC
2020-04-12,Florida,19855,460,FL
2020-04-12,Georgia,12103,438,GA
2020-04-12,Guam,716,5,GU
2020-04-12,Hawaii,497,9,HI
2020-04-12,Idaho,1457,27,ID
2020-04-12,Illinois,20852,727,IL
2020-04-12,Indiana,7990,405,IN
2020-04-12,Iowa,1587,41,IA
2020-04-12,Kansas,1337,56,KS
2020-04-12,Kentucky,1963,98,KY
2020-04-12,Louisiana,20595,840,LA
2020-04-12,Maine,633,19,ME
2020-04-12,Maryland,8225,236,MD
2020-04-12,Massachusetts,25475,756,MA
2020-04-12,Michigan,24496,1488,MI
2020-04-12,Minnesota,1621,70,MN
2020-04-12,Mississippi,2781,96,MS
2020-04-12,Missouri,4160,116,MO
2020-04-12,Montana,387,6,MT
2020-04-12,Nebraska,805,18,NE
2020-04-12,Nevada,2860,113,NV
2020-04-12,New Hampshire,985,23,NH
2020-04-12,New Jersey,61850,2350,NJ
2020-04-12,New Mexico,1245,26,NM
2020-04-12,New York,191425,12116,NY
2020-04-12,North Carolina,4520,86,NC
2020-04-12,North Dakota,308,8,ND
2020-04-12,Northern Mariana Islands,11,2,MP
2020-04-12,Ohio,6605,253,OH
2020-04-12,Oklahoma,1970,96,OK
2020-04-12,Oregon,1527,52,OR
2020-04-12,Pennsylvania,22955,525,PA
2020-04-12,Puerto Rico,897,44,PR
2020-04-12,Rhode Island,2665,63,RI
2020-04-12,South Carolina,3319,82,SC
2020-04-12,South Dakota,729,6,SD
2020-04-12,Tennessee,5144,107,TN
2020-04-12,Texas,13776,288,TX
2020-04-12,Utah,2305,18,UT
2020-04-12,Vermont,727,26,VT
2020-04-12,Virgin Islands,51,1,Virgin Islands
2020-04-12,Virginia,5273,141,VA
2020-04-12,Washington,10414,511,WA
2020-04-12,West Virginia,615,8,WV
2020-04-12,Wisconsin,3341,145,WI
2020-04-12,Wyoming,364,0,WY
2020-04-13,Alabama,3805,104,AL
2020-04-13,Alaska,275,6,AK
2020-04-13,Arizona,3702,122,AZ
2020-04-13,Arkansas,1475,30,AR
2020-04-13,California,24334,725,CA
2020-04-13,Colorado,7691,308,CO
2020-04-13,Connecticut,13381,602,CT
2020-04-13,Delaware,1761,41,DE
2020-04-13,District of Columbia,1955,52,DC
2020-04-13,Florida,21011,498,FL
2020-04-13,Georgia,13125,479,GA
2020-04-13,Guam,719,6,GU
2020-04-13,Hawaii,502,9,HI
2020-04-13,Idaho,1499,33,ID
2020-04-13,Illinois,22025,800,IL
2020-04-13,Indiana,8300,414,IN
2020-04-13,Iowa,1710,44,IA
2020-04-13,Kansas,1384,63,KS
2020-04-13,Kentucky,2048,106,KY
2020-04-13,Louisiana,21016,884,LA
2020-04-13,Maine,698,19,ME
2020-04-13,Maryland,8936,262,MD
2020-04-13,Massachusetts,26867,844,MA
2020-04-13,Michigan,25490,1603,MI
2020-04-13,Minnesota,1650,70,MN
2020-04-13,Mississippi,2942,98,MS
2020-04-13,Missouri,4388,136,MO
2020-04-13,Montana,394,7,MT
2020-04-13,Nebraska,870,19,NE
2020-04-13,Nevada,3036,114,NV
2020-04-13,New Hampshire,1020,23,NH
2020-04-13,New Jersey,64584,2443,NJ
2020-04-13,New Mexico,1345,31,NM
2020-04-13,New York,197973,12998,NY
2020-04-13,North Carolina,4788,91,NC
2020-04-13,North Dakota,331,9,ND
2020-04-13,Northern Mariana Islands,11,2,MP
2020-04-13,Ohio,6975,274,OH
2020-04-13,Oklahoma,2069,98,OK
2020-04-13,Oregon,1584,53,OR
2020-04-13,Pennsylvania,24295,563,PA
2020-04-13,Puerto Rico,903,45,PR
2020-04-13,Rhode Island,2976,73,RI
2020-04-13,South Carolina,3439,87,SC
2020-04-13,South Dakota,867,6,SD
2020-04-13,Tennessee,5483,114,TN
2020-04-13,Texas,14487,320,TX
2020-04-13,Utah,2368,18,UT
2020-04-13,Vermont,748,27,VT
2020-04-13,Virgin Islands,51,1,Virgin Islands
2020-04-13,Virginia,5746,149,VA
2020-04-13,Washington,10547,525,WA
2020-04-13,West Virginia,638,9,WV
2020-04-13,Wisconsin,3428,155,WI
2020-04-13,Wyoming,373,1,WY
2020-04-14,Alabama,3953,114,AL
2020-04-14,Alaska,283,7,AK
2020-04-14,Arizona,3806,131,AZ
2020-04-14,Arkansas,1498,32,AR
2020-04-14,California,25758,778,CA
2020-04-14,Colorado,7941,329,CO
2020-04-14,Connecticut,13989,671,CT
2020-04-14,Delaware,1926,43,DE
2020-04-14,District of Columbia,2058,67,DC
2020-04-14,Florida,21620,570,FL
2020-04-14,Georgia,13913,517,GA
2020-04-14,Guam,721,6,GU
2020-04-14,Hawaii,511,9,HI
2020-04-14,Idaho,1538,39,ID
2020-04-14,Illinois,23247,878,IL
2020-04-14,Indiana,8598,458,IN
2020-04-14,Iowa,1899,44,IA
2020-04-14,Kansas,1440,69,KS
2020-04-14,Kentucky,2210,115,KY
2020-04-14,Louisiana,21518,1013,LA
2020-04-14,Maine,734,20,ME
2020-04-14,Maryland,9472,302,MD
2020-04-14,Massachusetts,28163,957,MA
2020-04-14,Michigan,26845,1767,MI
2020-04-14,Minnesota,1695,79,MN
2020-04-14,Mississippi,3087,111,MS
2020-04-14,Missouri,4686,151,MO
2020-04-14,Montana,399,7,MT
2020-04-14,Nebraska,930,21,NE
2020-04-14,Nevada,3137,130,NV
2020-04-14,New Hampshire,1091,27,NH
2020-04-14,New Jersey,68824,2805,NJ
2020-04-14,New Mexico,1407,36,NM
2020-04-14,New York,205375,14001,NY
2020-04-14,North Carolina,4992,116,NC
2020-04-14,North Dakota,341,9,ND
2020-04-14,Northern Mariana Islands,13,2,MP
2020-04-14,Ohio,7280,324,OH
2020-04-14,Oklahoma,2184,109,OK
2020-04-14,Oregon,1633,55,OR
2020-04-14,Pennsylvania,25591,746,PA
2020-04-14,Puerto Rico,923,45,PR
2020-04-14,Rhode Island,3251,80,RI
2020-04-14,South Carolina,3553,97,SC
2020-04-14,South Dakota,987,6,SD
2020-04-14,Tennessee,5654,123,TN
2020-04-14,Texas,15303,365,TX
2020-04-14,Utah,2420,19,UT
2020-04-14,Vermont,752,28,VT
2020-04-14,Virgin Islands,51,1,Virgin Islands
2020-04-14,Virginia,6173,154,VA
2020-04-14,Washington,10711,552,WA
2020-04-14,West Virginia,697,10,WV
2020-04-14,Wisconsin,3555,172,WI
2020-04-14,Wyoming,373,1,WY
2020-04-15,Alabama,4241,123,AL
2020-04-15,Alaska,291,7,AK
2020-04-15,Arizona,3962,142,AZ
2020-04-15,Arkansas,1599,34,AR
2020-04-15,California,27107,885,CA
2020-04-15,Colorado,8280,355,CO
2020-04-15,Connecticut,14755,868,CT
2020-04-15,Delaware,2014,46,DE
2020-04-15,District of Columbia,2197,72,DC
2020-04-15,Florida,22526,613,FL
2020-04-15,Georgia,14583,569,GA
2020-04-15,Guam,750,6,GU
2020-04-15,Hawaii,524,9,HI
2020-04-15,Idaho,1587,41,ID
2020-04-15,Illinois,24593,958,IL
2020-04-15,Indiana,9030,511,IN
2020-04-15,Iowa,1995,53,IA
2020-04-15,Kansas,1503,76,KS
2020-04-15,Kentucky,2295,124,KY
2020-04-15,Louisiana,21951,1103,LA
2020-04-15,Maine,770,24,ME
2020-04-15,Maryland,10096,413,MD
2020-04-15,Massachusetts,29918,1108,MA
2020-04-15,Michigan,27894,1920,MI
2020-04-15,Minnesota,1809,87,MN
2020-04-15,Mississippi,3360,122,MS
2020-04-15,Missouri,4895,164,MO
2020-04-15,Montana,404,7,MT
2020-04-15,Nebraska,994,22,NE
2020-04-15,Nevada,3212,137,NV
2020-04-15,New Hampshire,1139,32,NH
2020-04-15,New Jersey,71030,3156,NJ
2020-04-15,New Mexico,1484,36,NM
2020-04-15,New York,217130,14937,NY
2020-04-15,North Carolina,5123,128,NC
2020-04-15,North Dakota,365,9,ND
2020-04-15,Northern Mariana Islands,13,2,MP
2020-04-15,Ohio,7791,361,OH
2020-04-15,Oklahoma,2263,123,OK
2020-04-15,Oregon,1663,58,OR
2020-04-15,Pennsylvania,26804,833,PA
2020-04-15,Puerto Rico,974,51,PR
2020-04-15,Rhode Island,3529,87,RI
2020-04-15,South Carolina,3656,107,SC
2020-04-15,South Dakota,1168,6,SD
2020-04-15,Tennessee,5864,135,TN
2020-04-15,Texas,16106,395,TX
2020-04-15,Utah,2549,20,UT
2020-04-15,Vermont,759,29,VT
2020-04-15,Virgin Islands,51,1,Virgin Islands
2020-04-15,Virginia,6502,195,VA
2020-04-15,Washington,10806,572,WA
2020-04-15,West Virginia,725,12,WV
2020-04-15,Wisconsin,3721,184,WI
2020-04-15,Wyoming,392,2,WY
2020-04-16,Alabama,4404,137,AL
2020-04-16,Alaska,298,7,AK
2020-04-16,Arizona,4234,152,AZ
2020-04-16,Arkansas,1620,37,AR
2020-04-16,California,28142,971,CA
2020-04-16,Colorado,8675,374,CO
2020-04-16,Connecticut,15884,971,CT
2020-04-16,Delaware,2075,52,DE
2020-04-16,District of Columbia,2350,81,DC
2020-04-16,Florida,23332,667,FL
2020-04-16,Georgia,15644,611,GA
2020-04-16,Guam,790,6,GU
2020-04-16,Hawaii,535,9,HI
2020-04-16,Idaho,1609,41,ID
2020-04-16,Illinois,25734,1081,IL
2020-04-16,Indiana,9619,554,IN
2020-04-16,Iowa,2141,60,IA
2020-04-16,Kansas,1595,80,KS
2020-04-16,Kentucky,2429,131,KY
2020-04-16,Louisiana,22532,1156,LA
2020-04-16,Maine,796,27,ME
2020-04-16,Maryland,10851,459,MD
2020-04-16,Massachusetts,32181,1245,MA
2020-04-16,Michigan,29120,2092,MI
2020-04-16,Minnesota,1912,94,MN
2020-04-16,Mississippi,3624,129,MS
2020-04-16,Missouri,5111,170,MO
2020-04-16,Montana,415,7,MT
2020-04-16,Nebraska,1094,24,NE
2020-04-16,Nevada,3321,142,NV
2020-04-16,New Hampshire,1211,34,NH
2020-04-16,New Jersey,75317,3518,NJ
2020-04-16,New Mexico,1597,44,NM
2020-04-16,New York,225761,15669,NY
2020-04-16,North Carolina,5463,140,NC
2020-04-16,North Dakota,393,9,ND
2020-04-16,Northern Mariana Islands,13,2,MP
2020-04-16,Ohio,8414,389,OH
2020-04-16,Oklahoma,2357,131,OK
2020-04-16,Oregon,1736,64,OR
2020-04-16,Pennsylvania,28314,940,PA
2020-04-16,Puerto Rico,1043,56,PR
2020-04-16,Rhode Island,3838,105,RI
2020-04-16,South Carolina,3931,109,SC
2020-04-16,South Dakota,1311,7,SD
2020-04-16,Tennessee,6077,142,TN
2020-04-16,Texas,16928,428,TX
2020-04-16,Utah,2687,21,UT
2020-04-16,Vermont,768,34,VT
2020-04-16,Virgin Islands,51,2,Virgin Islands
2020-04-16,Virginia,6891,208,VA
2020-04-16,Washington,11180,588,WA
2020-04-16,West Virginia,739,13,WV
2020-04-16,Wisconsin,3875,197,WI
2020-04-16,Wyoming,393,2,WY
2020-04-17,Alabama,4572,151,AL
2020-04-17,Alaska,307,7,AK
2020-04-17,Arizona,4507,174,AZ
2020-04-17,Arkansas,1695,37,AR
2020-04-17,California,29398,1050,CA
2020-04-17,Colorado,9047,389,CO
2020-04-17,Connecticut,16809,1036,CT
2020-04-17,Delaware,2323,61,DE
2020-04-17,District of Columbia,2476,86,DC
2020-04-17,Florida,24745,725,FL
2020-04-17,Georgia,16658,661,GA
2020-04-17,Guam,796,6,GU
2020-04-17,Hawaii,547,9,HI
2020-04-17,Idaho,1655,43,ID
2020-04-17,Illinois,27575,1142,IL
2020-04-17,Indiana,10235,599,IN
2020-04-17,Iowa,2332,64,IA
2020-04-17,Kansas,1732,84,KS
2020-04-17,Kentucky,2522,140,KY
2020-04-17,Louisiana,23118,1213,LA
2020-04-17,Maine,827,29,ME
2020-04-17,Maryland,11641,494,MD
2020-04-17,Massachusetts,34402,1404,MA
2020-04-17,Michigan,29954,2227,MI
2020-04-17,Minnesota,2071,111,MN
2020-04-17,Mississippi,3793,140,MS
2020-04-17,Missouri,5283,184,MO
2020-04-17,Montana,422,8,MT
2020-04-17,Nebraska,1216,24,NE
2020-04-17,Nevada,3524,151,NV
2020-04-17,New Hampshire,1287,37,NH
2020-04-17,New Jersey,78467,3840,NJ
2020-04-17,New Mexico,1711,51,NM
2020-04-17,New York,233293,16473,NY
2020-04-17,North Carolina,5859,159,NC
2020-04-17,North Dakota,439,9,ND
2020-04-17,Northern Mariana Islands,14,2,MP
2020-04-17,Ohio,9107,418,OH
2020-04-17,Oklahoma,2465,136,OK
2020-04-17,Oregon,1785,70,OR
2020-04-17,Pennsylvania,30121,1027,PA
2020-04-17,Puerto Rico,1068,58,PR
2020-04-17,Rhode Island,4177,118,RI
2020-04-17,South Carolina,4086,116,SC
2020-04-17,South Dakota,1411,7,SD
2020-04-17,Tennessee,6423,146,TN
2020-04-17,Texas,18131,461,TX
2020-04-17,Utah,2813,23,UT
2020-04-17,Vermont,779,34,VT
2020-04-17,Virgin Islands,53,3,Virgin Islands
2020-04-17,Virginia,7492,238,VA
2020-04-17,Washington,11479,610,WA
2020-04-17,West Virginia,776,16,WV
2020-04-17,Wisconsin,4045,205,WI
2020-04-17,Wyoming,401,2,WY
2020-04-18,Alabama,4723,147,AL
2020-04-18,Alaska,312,7,AK
2020-04-18,Arizona,4719,181,AZ
2020-04-18,Arkansas,1777,38,AR
2020-04-18,California,30829,1146,CA
2020-04-18,Colorado,9433,409,CO
2020-04-18,Connecticut,17550,1086,CT
2020-04-18,Delaware,2538,67,DE
2020-04-18,District of Columbia,2666,91,DC
2020-04-18,Florida,25484,747,FL
2020-04-18,Georgia,17014,670,GA
2020-04-18,Guam,805,6,GU
2020-04-18,Hawaii,568,9,HI
2020-04-18,Idaho,1668,44,ID
2020-04-18,Illinois,29160,1272,IL
2020-04-18,Indiana,10730,633,IN
2020-04-18,Iowa,2513,74,IA
2020-04-18,Kansas,1820,86,KS
2020-04-18,Kentucky,2707,145,KY
2020-04-18,Louisiana,23580,1267,LA
2020-04-18,Maine,847,32,ME
2020-04-18,Maryland,12379,534,MD
2020-04-18,Massachusetts,36372,1560,MA
2020-04-18,Michigan,30718,2307,MI
2020-04-18,Minnesota,2213,121,MN
2020-04-18,Mississippi,3974,152,MS
2020-04-18,Missouri,5517,194,MO
2020-04-18,Montana,426,10,MT
2020-04-18,Nebraska,1348,28,NE
2020-04-18,Nevada,3626,155,NV
2020-04-18,New Hampshire,1342,38,NH
2020-04-18,New Jersey,81420,4070,NJ
2020-04-18,New Mexico,1798,53,NM
2020-04-18,New York,240542,17141,NY
2020-04-18,North Carolina,6140,175,NC
2020-04-18,North Dakota,528,9,ND
2020-04-18,Northern Mariana Islands,14,2,MP
2020-04-18,Ohio,10222,451,OH
2020-04-18,Oklahoma,2570,139,OK
2020-04-18,Oregon,1844,72,OR
2020-04-18,Pennsylvania,31742,1150,PA
2020-04-18,Puerto Rico,1118,60,PR
2020-04-18,Rhode Island,4491,137,RI
2020-04-18,South Carolina,4246,119,SC
2020-04-18,South Dakota,1541,7,SD
2020-04-18,Tennessee,6624,148,TN
2020-04-18,Texas,18927,487,TX
2020-04-18,Utah,2942,25,UT
2020-04-18,Vermont,803,36,VT
2020-04-18,Virgin Islands,53,3,Virgin Islands
2020-04-18,Virginia,8053,258,VA
2020-04-18,Washington,11850,629,WA
2020-04-18,West Virginia,825,18,WV
2020-04-18,Wisconsin,4199,212,WI
2020-04-18,Wyoming,412,2,WY
2020-04-19,Alabama,4903,160,AL
2020-04-19,Alaska,317,7,AK
2020-04-19,Arizona,4929,188,AZ
2020-04-19,Arkansas,1781,39,AR
2020-04-19,California,31544,1176,CA
2020-04-19,Colorado,9730,421,CO
2020-04-19,Connecticut,17962,1127,CT
2020-04-19,Delaware,2538,67,DE
2020-04-19,District of Columbia,2793,96,DC
2020-04-19,Florida,26306,773,FL
2020-04-19,Georgia,17619,682,GA
2020-04-19,Guam,808,6,GU
2020-04-19,Hawaii,574,10,HI
2020-04-19,Idaho,1672,45,ID
2020-04-19,Illinois,30357,1302,IL
2020-04-19,Indiana,11301,652,IN
2020-04-19,Iowa,2915,75,IA
2020-04-19,Kansas,1897,94,KS
2020-04-19,Kentucky,2960,149,KY
2020-04-19,Louisiana,23928,1296,LA
2020-04-19,Maine,867,34,ME
2020-04-19,Maryland,12892,548,MD
2020-04-19,Massachusetts,38077,1706,MA
2020-04-19,Michigan,31349,2389,MI
2020-04-19,Minnesota,2356,134,MN
2020-04-19,Mississippi,4274,159,MS
2020-04-19,Missouri,5667,196,MO
2020-04-19,Montana,433,10,MT
2020-04-19,Nebraska,1473,28,NE
2020-04-19,Nevada,3710,158,NV
2020-04-19,New Hampshire,1392,41,NH
2020-04-19,New Jersey,85301,4202,NJ
2020-04-19,New Mexico,1845,55,NM
2020-04-19,New York,246741,17793,NY
2020-04-19,North Carolina,6493,183,NC
2020-04-19,North Dakota,585,10,ND
2020-04-19,Northern Mariana Islands,14,2,MP
2020-04-19,Ohio,11602,471,OH
2020-04-19,Oklahoma,2599,140,OK
2020-04-19,Oregon,1910,74,OR
2020-04-19,Pennsylvania,32992,1285,PA
2020-04-19,Puerto Rico,1213,41,PR
2020-04-19,Rhode Island,4706,150,RI
2020-04-19,South Carolina,4377,120,SC
2020-04-19,South Dakota,1635,7,SD
2020-04-19,Tennessee,6824,151,TN
2020-04-19,Texas,19441,503,TX
2020-04-19,Utah,3071,27,UT
2020-04-19,Vermont,812,36,VT
2020-04-19,Virgin Islands,53,3,Virgin Islands
2020-04-19,Virginia,8536,277,VA
2020-04-19,Washington,11864,637,WA
2020-04-19,West Virginia,890,20,WV
2020-04-19,Wisconsin,4346,222,WI
2020-04-19,Wyoming,422,2,WY
2020-04-20,Alabama,5078,164,AL
2020-04-20,Alaska,319,7,AK
2020-04-20,Arizona,5064,191,AZ
2020-04-20,Arkansas,1971,42,AR
2020-04-20,California,33862,1223,CA
2020-04-20,Colorado,10106,448,CO
2020-04-20,Connecticut,19815,1331,CT
2020-04-20,Delaware,2745,72,DE
2020-04-20,District of Columbia,2927,105,DC
2020-04-20,Florida,27050,822,FL
2020-04-20,Georgia,18447,767,GA
2020-04-20,Guam,811,6,GU
2020-04-20,Hawaii,578,10,HI
2020-04-20,Idaho,1736,48,ID
2020-04-20,Illinois,31508,1359,IL
2020-04-20,Indiana,11784,666,IN
2020-04-20,Iowa,3175,79,IA
2020-04-20,Kansas,2030,101,KS
2020-04-20,Kentucky,3050,155,KY
2020-04-20,Louisiana,24523,1328,LA
2020-04-20,Maine,875,35,ME
2020-04-20,Maryland,13750,582,MD
2020-04-20,Massachusetts,39643,1809,MA
2020-04-20,Michigan,31929,2466,MI
2020-04-20,Minnesota,2470,143,MN
2020-04-20,Mississippi,4512,169,MS
2020-04-20,Missouri,5807,201,MO
2020-04-20,Montana,433,12,MT
2020-04-20,Nebraska,1646,33,NE
2020-04-20,Nevada,3830,163,NV
2020-04-20,New Hampshire,1447,42,NH
2020-04-20,New Jersey,88806,4377,NJ
2020-04-20,New Mexico,1971,58,NM
2020-04-20,New York,251608,18412,NY
2020-04-20,North Carolina,6764,187,NC
2020-04-20,North Dakota,627,13,ND
2020-04-20,Northern Mariana Islands,14,2,MP
2020-04-20,Ohio,12919,509,OH
2020-04-20,Oklahoma,2680,143,OK
2020-04-20,Oregon,1956,75,OR
2020-04-20,Pennsylvania,34005,1366,PA
2020-04-20,Puerto Rico,1252,42,PR
2020-04-20,Rhode Island,5090,155,RI
2020-04-20,South Carolina,4439,124,SC
2020-04-20,South Dakota,1685,7,SD
2020-04-20,Tennessee,6994,156,TN
2020-04-20,Texas,20035,523,TX
2020-04-20,Utah,3213,28,UT
2020-04-20,Vermont,816,37,VT
2020-04-20,Virgin Islands,54,3,Virgin Islands
2020-04-20,Virginia,8989,300,VA
2020-04-20,Washington,12255,661,WA
2020-04-20,West Virginia,908,26,WV
2020-04-20,Wisconsin,4564,231,WI
2020-04-20,Wyoming,426,2,WY
2020-04-21,Alabama,5327,186,AL
2020-04-21,Alaska,327,7,AK
2020-04-21,Arizona,5251,213,AZ
2020-04-21,Arkansas,2262,43,AR
2020-04-21,California,35844,1316,CA
2020-04-21,Colorado,10447,484,CO
2020-04-21,Connecticut,20360,1423,CT
2020-04-21,Delaware,2931,82,DE
2020-04-21,District of Columbia,3098,112,DC
2020-04-21,Florida,27861,866,FL
2020-04-21,Georgia,19189,810,GA
2020-04-21,Guam,852,6,GU
2020-04-21,Hawaii,580,12,HI
2020-04-21,Idaho,1766,51,ID
2020-04-21,Illinois,33059,1479,IL
2020-04-21,Indiana,12214,731,IN
2020-04-21,Iowa,3641,83,IA
2020-04-21,Kansas,2114,107,KS
2020-04-21,Kentucky,3193,172,KY
2020-04-21,Louisiana,24854,1405,LA
2020-04-21,Maine,888,36,ME
2020-04-21,Maryland,14261,652,MD
2020-04-21,Massachusetts,41199,1961,MA
2020-04-21,Michigan,32936,2698,MI
2020-04-21,Minnesota,2567,160,MN
2020-04-21,Mississippi,4716,183,MS
2020-04-21,Missouri,5941,221,MO
